314e2d67-35a5-4494-99e4-1b5874ac72dd|84|61
4f46c9e5-e035-40e0-b68c-296af9d8227e|76|70
5e88a950-ea9e-4523-a1ff-588b5825c571|78|60
a0b276ee-b2ab-433f-8548-a2456ccc84ca|75|64
d7946b61-6a18-4ea4-bbcc-f76619c7a40e|79|55
f60de930-70b8-4a8e-b1c4-202e050f5340|58|60
35a6ab6a-f443-48f0-8070-78641a4c1507|74|66
ef610e38-f09b-4bbb-8c75-a648f5e7ffdc|78|65
08d00a2f-4a6a-4930-a213-c3d0d58f3656|82|39
233c326d-b6ac-487c-9c60-8ef66e6abef0|73|62
6135296a-e34b-4b94-9fa8-0a06a3291504|62|56
742d4a95-2bb2-404c-8b67-720de803896f|62|66
a008859b-f8f0-41d9-b286-9bb0418cfac6|72|68
b9bebca2-6564-41d1-b32b-0b54a8312c14|77|41
d2de2c82-cb59-4be3-a0a7-624b7a9f92f0|116|87
d5d7ec60-0230-441c-9a95-814ad19073ec|97|98
f1abb5af-e499-4bdb-ab05-76fbf589f0e8|74|70
f57422e8-3d59-4f9b-bb95-7b02d074a56c|72|60
8c27b07d-59d2-41f0-9238-2b45e1842b01|78|80
672a0255-79ae-4c52-90b0-e907c410da63|100|83
6f9503d7-f701-47c9-8280-83a1ffe88546|67|48
7bc4d20b-da92-4c4e-8b38-a90434e93131|83|70
c759c445-e338-4a78-9e65-71046d0b5f0b|85|55
2f24e26e-e8e6-4d2c-a19f-df8855663160|83|64
558a0a9c-e0e5-4c1f-b4fc-39b45882a2b4|72|67
30422b53-12ca-4f31-881f-c077b6ae3122|70|64
3e8d4352-6a32-41df-9b2c-1da2450111ea|89|50
838f209d-712c-410f-aa7a-482e6c036fb0|63|64
98827fbd-5777-4255-a1b7-9d4306e03c6e|87|80
27a8b4bf-07f6-4907-9c71-aa6d30c62c30|70|48
849db146-776f-4803-9575-51fee9d8cb82|82|44
fdff5dd1-f284-43f3-9ddb-17d12e0d408e|82|73
2b866d25-8787-4314-bb52-adff0261236f|90|99
7e88568c-d731-42bc-bfe1-da73a55f72cc|81|80
859a6f1a-1f72-435f-82b6-43d63e1366d3|73|69
bcd15c31-e262-44ec-b4c8-61460fb43350|75|64
e70cc8eb-e833-40e4-9956-ebf3a1233f30|94|75
c1e0342d-2136-4e81-b8a0-ab683ca27534|77|82
dd6de18d-9448-4c2a-a834-c246fd0a7234|74|72
307868ae-4c3b-47d6-8e30-716e8eed1e27|74|62
89fecf95-5a97-481e-a541-f1d3e0e9e845|96|58
c5850dca-8519-4a14-90a7-aab2cebd61bb|73|78
3c30efa4-aa18-421e-a5eb-bbcf793b39a7|60|68
97aca907-078d-4bec-8066-37e2f597de3c|77|93
06975866-9985-4514-ae1f-376a6f2e3c58|83|72
7a0e0dd9-919a-4762-b2e9-2bc162217289|95|83
acbf9205-c9c6-4d8d-aa02-656706bb0332|98|89
252c34b5-e4d2-433f-acbf-7fe011f0f506|55|84
